,x_values,# of Var,ssr,r^2,r^2adj,AIC,BIC
100,"Index(['const', 'MgO', 'Al2O3', 'SiO2', 'L/S'], dtype='object')",5,0.00672158062224804,0.31132102260572747,0.18610666307949608,-137.43057698151014,-130.9513926514885
101,"Index(['const', 'MgO', 'Al2O3', 'P2O5', 'Concentration(mM)'], dtype='object')",5,0.009065893046090633,0.07112771488867431,-0.09775815513156672,-129.3522845313291,-122.87310020130747
102,"Index(['const', 'MgO', 'Al2O3', 'P2O5', 'L/S'], dtype='object')",5,0.006722012502371441,0.31127677307894863,0.18605436818421195,-137.42884221265368,-130.94965788263204
103,"Index(['const', 'MgO', 'Al2O3', 'Concentration(mM)', 'L/S'], dtype='object')",5,0.005511663149764291,0.4352866155978846,0.3326114547975,-142.788913790164,-136.30972946014236
104,"Index(['const', 'MgO', 'SiO2', 'P2O5', 'Concentration(mM)'], dtype='object')",5,0.00905890559676866,0.07184363421243023,-0.09691206865803714,-129.37310254368413,-122.89391821366249
105,"Index(['const', 'MgO', 'SiO2', 'P2O5', 'L/S'], dtype='object')",5,0.0067137934449102415,0.31211888037567403,0.18704958589852383,-137.4618755237932,-130.98269119377156
106,"Index(['const', 'MgO', 'SiO2', 'Concentration(mM)', 'L/S'], dtype='object')",5,0.005476497438272149,0.43888962024676004,0.3368695512007164,-142.96173206019856,-136.48254773017692
107,"Index(['const', 'MgO', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",5,0.005500386941312737,0.4364419521387567,0.33397685252762155,-142.84420916787974,-136.3650248378581
108,"Index(['const', 'Al2O3', 'SiO2', 'P2O5', 'Concentration(mM)'], dtype='object')",5,0.00907260955472768,0.07043955557618897,-0.09857143431904936,-129.3322888629457,-122.85310453292405
109,"Index(['const', 'Al2O3', 'SiO2', 'P2O5', 'L/S'], dtype='object')",5,0.006731217693745473,0.31033362858088165,0.1849397428683146,-137.39189343496045,-130.9127091049388
110,"Index(['const', 'Al2O3', 'SiO2', 'Concentration(mM)', 'L/S'], dtype='object')",5,0.0054938659702938155,0.4371100770792007,0.33476645472996447,-142.87623794501863,-136.397053614997
111,"Index(['const', 'Al2O3', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",5,0.005470189222655373,0.43953594671731744,0.3376333915750115,-142.99285048822745,-136.5136661582058
